runNo,evtNo,nJets,nLeptons,nBJets,category,mva,jetPt,jetEta,jetPhi,jetMass,jetMassSoftDrop,jetTau1,jetTau2,jetTau3,triggerBit
273725,670602659,2,0,0,0,0.0347539,[ 493.87332153  457.62332153],[ 0.75056511 -1.52106237],[-0.88224339  2.14580464],[ 96.13932037  90.31126404],[ 56.03308487  62.6894722 ],[ 0.1858127   0.13045675],[ 0.12204199  0.08999719],[ 0.09715519  0.07525352],[ True  True  True False False False False False False False]
273725,670545351,2,0,0,0,0.235474,[ 344.21514893  324.37857056],[-1.17358875  1.46123385],[-1.13499343  1.78729916],[ 149.93045044  107.88504028],[ 139.88787842   54.63542938],[ 0.48193735  0.27904361],[ 0.20626006  0.24836968],[ 0.14786862  0.19411324],[False  True False False False False False False False False]
273725,670634909,2,0,0,0,0.746752,[ 293.00195312  284.26919556],[ 0.91853094  2.30737114],[ 0.30931199 -2.64816213],[ 86.26428986  90.56826019],[ 61.58546829  77.83205414],[ 0.27063531  0.35216185],[ 0.13808201  0.21348539],[ 0.12671499  0.09613904],[False  True False False False False False False False False]
273725,670723206,2,0,0,0,0.261841,[ 635.01470947  590.746521  ],[-0.00648066  0.69698638],[ 2.3290379  -0.83625519],[ 162.16789246   99.1362915 ],[ 138.67028809   58.26562881],[ 0.26415005  0.13812846],[ 0.12665229  0.07641444],[ 0.09373598  0.0639336 ],[ True  True  True False False False False False False False]
273725,669881221,2,0,0,0,0.129134,[ 338.94989014  317.46609497],[-1.51332533 -1.25823212],[-0.27612966  2.79150224],[ 69.13439178  93.12573242],[ 50.02022171  84.52387238],[ 0.14320706  0.25581554],[ 0.0822527   0.17506443],[ 0.07091862  0.12537813],[False False False False  True False False False False False]
273725,670598387,2,0,0,1,0.724666,[ 245.78070068  240.64953613],[ 0.48275337  0.68054152],[ 0.33984488 -0.44875982],[ 59.7829895   81.58394623],[ 57.15501022  75.71598816],[ 0.1626651  0.3365005],[ 0.06480033  0.20644088],[ 0.04652755  0.12485536],[False  True  True False False False False False False False]
273725,670308410,2,0,0,0,0.626047,[ 422.69412231  300.11923218],[-1.384413    0.78818393],[-0.33896598  2.25277543],[ 139.07792664  107.59455109],[ 127.35519409  103.88408661],[ 0.37726319  0.36277229],[ 0.11217197  0.20256142],[ 0.09181766  0.12587766],[False False False  True False False False False False False]
273725,670558808,2,0,0,1,0.446711,[ 441.7387085   258.80187988],[ 0.03204231 -1.01144302],[ 0.73424643 -2.59941483],[ 117.75286102  113.29685211],[ 105.92202759  110.30337524],[ 0.17224614  0.44100964],[ 0.07395581  0.1746617 ],[ 0.06164112  0.13388693],[ True  True  True False False False False False False False]
273725,670376263,2,0,0,0,0.250129,[ 585.27911377  583.60314941],[ 0.47038507  0.1057585 ],[ 0.35921341 -2.43403316],[ 148.2431488    91.07588196],[ 119.70825958   53.74118423],[ 0.22975914  0.08440571],[ 0.1339758   0.04897457],[ 0.0893383   0.04190663],[ True  True  True False False False False False False False]
273725,669735607,2,0,0,0,0.218849,[ 512.58319092  363.77127075],[-0.79100531  1.02083778],[ 1.00931454 -2.17310643],[ 126.22457123  107.99861908],[ 106.19587708   84.09468079],[ 0.18666992  0.25736335],[ 0.13263623  0.15086539],[ 0.08964935  0.1093037 ],[ True  True  True False False False False False False False]
273725,669520710,2,0,0,0,0.559572,[ 429.72207642  291.52578735],[ 0.7239666  -0.68274146],[-1.04636252  1.53039968],[ 177.90913391   64.88499451],[ 165.83325195   58.93638229],[ 0.42205432  0.14802405],[ 0.16680233  0.08954872],[ 0.09195652  0.07540011],[False  True  True False False False False False False False]
273725,670739548,2,0,0,0,0.923394,[ 498.09881592  448.41760254],[-1.00129318 -1.52571058],[-1.3541702   1.81509042],[ 151.79556274  224.20550537],[ 102.98900604  211.14814758],[ 0.30976436  0.5390889 ],[ 0.15213645  0.29722798],[ 0.09855611  0.13664231],[ True  True  True False False False False False False False]
273725,669969858,2,0,0,0,0.588733,[ 490.2875061  388.9616394],[ 0.50635576  1.44695258],[ 2.94112396 -0.18104552],[ 167.79023743  178.36799622],[ 159.26925659  162.73881531],[ 0.25666404  0.46388963],[ 0.07758919  0.18947366],[ 0.05458252  0.15281495],[ True  True  True False False False False False False False]
273725,669798835,2,0,0,0,0.274798,[ 329.53265381  268.41201782],[-1.3083452  -1.04967642],[-1.22205651  2.03263426],[ 97.05680847  79.05046844],[ 88.51826477  64.84127808],[ 0.25009385  0.25867599],[ 0.18544751  0.11011174],[ 0.12359519  0.09067284],[False  True False False False False False False False False]
273725,670590760,2,0,0,0,0.313285,[ 484.16503906  440.64047241],[ 1.96629167  0.65387827],[-1.41099012  1.53952825],[  84.98861694  138.55447388],[  62.50071716  122.82513428],[ 0.12184747  0.27064669],[ 0.06192703  0.11036986],[ 0.04713982  0.09167857],[ True  True  True False False False False False False False]
273725,670646909,2,0,0,0,0.725364,[ 466.71011353  424.83978271],[-0.14767058 -0.51845682],[-2.9684453   0.15297529],[ 130.81236267   77.64084625],[ 122.5113678   58.9787178],[ 0.30908531  0.17118737],[ 0.14918016  0.09816707],[ 0.07781426  0.07877161],[ True False False False False False False False False False]
273725,669649262,2,0,0,1,0.127076,[ 346.22390747  343.62817383],[-0.45451787 -1.81331885],[-2.51526308 -0.0360025 ],[ 88.05677795  98.66439056],[ 76.89376831  67.98976898],[ 0.1752101   0.28707135],[ 0.08843692  0.16950768],[ 0.0781511   0.14389151],[False  True  True False False False False False False False]
273725,669989295,2,0,1,0,0.304461,[ 321.72766113  267.84765625],[ 2.22769284 -1.66700637],[ 1.03119981 -2.10886168],[  77.43591309  117.87699127],[  54.51298141  111.15558624],[ 0.18915454  0.46812293],[ 0.11082134  0.16439684],[ 0.09554478  0.13076703],[False  True False False False False False False False False]
273725,669733206,2,0,0,0,0.322475,[ 378.03585815  350.86026001],[ 1.64521861  0.92611086],[-2.40298676  0.75879973],[  85.17476654  158.85906982],[  56.53033829  153.1240387 ],[ 0.15549864  0.47496533],[ 0.11325436  0.20161681],[ 0.09072086  0.15920861],[False  True False False False False False False False False]
273725,670286503,3,0,0,0,0.622095,[ 617.2265625   522.13067627  228.03646851],[-1.71548235  0.39509004 -0.32057181],[ 1.71803963 -1.85514975 -0.70526284],[ 228.4992981   163.32220459   88.55921936],[ 220.09208679  154.2587738    85.84473419],[ 0.36927062  0.30042663  0.38890111],[ 0.23410466  0.14201747  0.23859459],[ 0.15738115  0.10196112  0.17205976],[ True  True  True False False False False False False False]
273725,669748150,2,0,0,0,0.545977,[ 398.6340332   339.43200684],[ 0.43992665  1.4537158 ],[-0.42061925 -1.76284146],[ 161.9775238   122.43922424],[ 155.45066833  112.23942566],[ 0.39707795  0.3180351 ],[ 0.17748171  0.23263641],[ 0.109855    0.17617427],[False  True  True False  True False False False False False]
273725,669720169,4,0,0,1,0.440594,[ 441.40640259  424.11221313  323.81872559  239.31097412],[-0.40179667  1.49996114  1.66275954  0.46256554],[ 0.87741703 -2.38657737 -0.83955735 -2.74232721],[ 123.30606842  137.30107117  114.51805878   63.24702454],[ 109.1037674   125.07853699  106.58563995   56.93643188],[ 0.23021957  0.29296729  0.31513733  0.19645137],[ 0.08471239  0.16740789  0.22135243  0.15639177],[ 0.07372854  0.11463273  0.14206116  0.10824481],[ True  True  True False False False False False False False]
273725,-1710756671,2,0,0,0,0.170254,[ 333.89926147  327.08728027],[ 0.02115084  0.00285351],[-3.10813046  0.14802277],[ 115.12019348   91.95926666],[ 105.07019043   89.01959229],[ 0.35301459  0.19447297],[ 0.16751459  0.1111628 ],[ 0.14934619  0.09514999],[False  True False False False False False False False False]
273725,-1710238280,2,0,0,0,0.397829,[ 418.06140137  319.33731079],[-1.54975545  0.83644253],[-0.58786964  2.33803916],[ 163.84526062  102.90559387],[ 152.45852661   93.97837067],[ 0.37956822  0.30602759],[ 0.22732273  0.20257112],[ 0.16127501  0.15225554],[False  True  True False False False False False False False]
273725,-1709981956,2,0,0,0,0.227478,[ 548.60980225  312.45849609],[-0.86460125 -1.16175723],[-0.18852617 -1.20227361],[ 121.58670807  112.45586395],[ 104.87068939  103.26099396],[ 0.14333655  0.30172578],[ 0.06166623  0.16569547],[ 0.05335362  0.14033598],[ True  True  True False False False False False False False]
273725,-1711266688,2,0,0,0,0.36194,[ 438.14096069  418.5831604 ],[-1.58195877  0.34329009],[-2.78757787  0.59344131],[ 116.16918182  128.79946899],[ 105.45355225  122.57984161],[ 0.18515773  0.27252406],[ 0.08262742  0.16391511],[ 0.06243872  0.11782169],[False  True  True False False False False False False False]
273725,-1710589380,2,0,0,1,0.130628,[ 421.91751099  290.21679688],[ 0.88874513  0.85990351],[ 0.31536585  2.92117786],[ 145.93687439   75.39899445],[ 136.70347595   71.98390198],[ 0.28170013  0.15675622],[ 0.16598482  0.09890594],[ 0.12451129  0.08939122],[False  True  True False False False False False False False]
273725,-1711089055,2,0,0,0,0.139237,[ 377.39767456  338.49331665],[-1.85880721  0.34505123],[ 2.90738726 -0.22202158],[ 161.89408875  106.69734955],[ 151.83914185   78.76182556],[ 0.47541603  0.28420603],[ 0.11930881  0.24612992],[ 0.10673316  0.16629829],[False  True False False False False False False False False]
273725,-1710286980,2,0,1,1,0.517811,[ 589.24432373  535.8170166 ],[-1.1208837  -0.10969166],[ 2.38778186 -0.71752602],[ 101.38866425  145.08639526],[ 53.45030594  97.72777557],[ 0.10938089  0.25937736],[ 0.06857627  0.08976526],[ 0.061046    0.05092572],[ True False False  True  True False False False False False]
273725,-1710836978,2,0,1,0,0.237274,[ 434.16082764  304.5307312 ],[ 1.80612659  1.79419231],[-1.79575431  1.50130534],[ 125.40355682   88.12613678],[ 103.49020386   73.63013458],[ 0.24044049  0.27566168],[ 0.11115776  0.12968171],[ 0.09749389  0.10970821],[False  True  True  True  True False False False False False]
273725,-1710615210,2,0,1,1,0.178993,[ 452.11569214  295.72409058],[ 0.39022729  0.24228014],[ 1.34012508 -2.06081223],[ 84.81813812  85.16955566],[ 55.65774155  55.02476883],[ 0.16458534  0.28502059],[ 0.06730855  0.16095369],[ 0.06379022  0.13897768],[ True  True  True False False False False False False False]
273725,-1709987365,2,0,0,0,0.660395,[ 366.15234375  313.45169067],[-0.57835013  0.23292147],[ 2.42301178 -1.18906641],[  82.81443787  108.72311401],[  70.43241119  104.31559753],[ 0.24784419  0.31610712],[ 0.09162314  0.08241809],[ 0.07331853  0.07066136],[False False False False  True False False False False False]
273725,-1710948077,2,0,0,0,0.59344,[ 594.11291504  476.12457275],[-0.16384158 -0.6563741 ],[-0.67601198  2.42199302],[ 139.49209595  103.65599823],[ 128.43795776   59.23234177],[ 0.26905856  0.20670101],[ 0.07588385  0.13260905],[ 0.04352077  0.10202666],[ True  True  True False  True False False False False False]
273725,-1710593802,2,0,0,1,0.440166,[ 592.90924072  532.35266113],[-1.01399875 -0.04991785],[-2.30077147  0.91095942],[ 164.0867157   143.78068542],[ 108.38451385   91.53384399],[ 0.22936769  0.22597139],[ 0.13536917  0.11093947],[ 0.0790166   0.09401505],[ True False False False False False False False False False]
273725,-1709999077,2,0,0,0,0.295362,[ 653.33197021  650.26531982],[-0.13124809  0.0849435 ],[ 1.89131057 -1.25762331],[  97.05462646  175.67044067],[  58.37825394  165.24794006],[ 0.12443935  0.18786438],[ 0.06823114  0.06585343],[ 0.05385263  0.05809399],[ True  True  True False False False False False False False]
273725,-1710834343,2,0,0,1,0.262027,[ 444.65545654  421.14007568],[-1.12259638  0.86677682],[-3.13306808 -0.00359942],[ 175.34877014   95.33351135],[ 160.94329834   72.62899017],[ 0.44117427  0.18421048],[ 0.16963772  0.12573087],[ 0.11969607  0.09986509],[False  True  True False False False False False False False]
273725,-1710637076,2,0,0,0,0.520657,[ 404.65441895  362.84957886],[ 1.38052773 -2.18696165],[-2.88399076  0.2914345 ],[ 115.29878235  108.8234787 ],[ 106.728508    103.27744293],[ 0.19053659  0.23011576],[ 0.09498707  0.11239541],[ 0.06979936  0.07467896],[ True  True  True  True False False False False False False]
273725,-1710675544,2,0,0,1,0.14531,[ 576.79986572  510.06027222],[-1.83154166  0.68322849],[-0.71548933  2.39990067],[ 109.20253754   85.81164551],[ 86.88542175  76.0258255 ],[ 0.17319322  0.09158468],[ 0.07312628  0.0436805 ],[ 0.0635934   0.03862347],[ True  True  True  True False False False False False False]
273725,-1710700558,2,0,1,2,0.228138,[ 366.15939331  257.37158203],[ 1.57851768 -1.50643075],[ 2.53532052 -1.04096758],[ 91.73056793  84.76894379],[ 62.38754654  75.20040131],[ 0.25519925  0.35486972],[ 0.13439023  0.12907965],[ 0.12374811  0.11799496],[False  True  True False False False False False False False]
273725,-1710615587,2,0,1,0,0.244717,[ 354.072052    320.20950317],[ 1.07284439  1.04247999],[ 0.06231691  2.94218922],[  84.63951111  150.34066772],[  55.16944122  143.81491089],[ 0.18379496  0.4293097 ],[ 0.11654741  0.1579943 ],[ 0.09526967  0.1328209 ],[False  True False False False False False False False False]
273725,-1710356381,2,0,0,0,0.183363,[ 349.04708862  319.37084961],[-0.69777125  1.41816115],[-2.80821633  0.35603744],[  75.93598175  102.46827698],[ 53.55966949  81.31253815],[ 0.16124174  0.25667572],[ 0.09088811  0.15423498],[ 0.07082723  0.11645157],[False  True False False False False False False False False]
273725,-1710524808,2,0,0,0,0.510352,[ 296.03723145  284.87469482],[ 0.47316617  0.07012431],[ 1.96569669 -1.12507677],[  65.07213593  108.1243515 ],[  60.08042145  103.92593384],[ 0.18865021  0.39095008],[ 0.06587648  0.13693435],[ 0.05086679  0.11420494],[False  True False  True False False False False False False]
273725,-1710010722,2,0,1,0,0.256381,[ 359.64120483  281.98535156],[ 0.52187413  1.9755125 ],[-1.80930746  1.30838263],[ 101.57847595   82.94210052],[ 93.70478058  68.98296356],[ 0.2301224   0.23960423],[ 0.10808863  0.12500903],[ 0.08125509  0.10683236],[False  True False False False False False False False False]
273725,-1710131133,2,0,0,0,0.375314,[ 421.94256592  369.62667847],[ 1.54701948  1.7202692 ],[ 3.13320851 -0.07612447],[ 178.60516357   97.55261993],[ 163.78106689   82.09690094],[ 0.45901126  0.21658538],[ 0.22647311  0.15885603],[ 0.16941142  0.10232443],[False  True  True False  True False False False False False]
273725,-1710897354,2,0,0,0,0.755647,[ 343.00778198  342.62451172],[ 1.61048412  1.03191352],[ 1.87174535 -1.2686075 ],[ 86.93919373  94.154953  ],[ 78.3296051   82.30223083],[ 0.23800707  0.27282289],[ 0.13809249  0.16278909],[ 0.08557701  0.09261718],[False  True  True False False False False False False False]
273725,-1710021838,2,0,0,0,0.332301,[ 375.63729858  356.77139282],[ 1.74109709  0.60165316],[-1.80630755  1.45548058],[ 113.05705261  117.20973969],[ 104.55576324   90.287117  ],[ 0.26724693  0.33758578],[ 0.17749536  0.15353549],[ 0.10510453  0.14280659],[False  True  True False False False False False False False]
273725,-1710425649,2,0,0,0,0.225884,[ 382.01516724  303.03341675],[ 0.09543529  1.69346786],[ 1.86869681 -1.45860302],[ 94.85532379  74.98270416],[ 83.79431152  52.42923737],[ 0.19424677  0.21637347],[ 0.11046016  0.10000097],[ 0.08041482  0.08770126],[False False False  True False False False False False False]
273725,-1710000825,2,0,0,0,0.20535,[ 443.36691284  320.81594849],[-0.11773015 -1.56263983],[-1.88226879  0.75109959],[ 116.78503418  100.01328278],[ 102.88694763   90.09598541],[ 0.27774951  0.24979034],[ 0.15931085  0.13434416],[ 0.13025814  0.09873345],[False  True  True False False False False False False False]
273725,-1711293120,2,0,0,1,0.439606,[ 465.14520264  290.64160156],[-1.44026148  0.1540079 ],[-2.50965762  0.54485315],[ 151.05485535   98.64263153],[ 134.31074524   94.65666962],[ 0.31837335  0.28455731],[ 0.14164066  0.12338623],[ 0.10697212  0.10022688],[ True  True  True False False False False False False False]
273725,-1710379010,2,0,1,0,0.514076,[ 424.5163269   362.35342407],[ 0.6572693   2.17909122],[-1.4094429   1.37297738],[ 106.82621765  118.8062973 ],[  54.06381607  100.17391968],[ 0.21112701  0.33714977],[ 0.12186756  0.0951101 ],[ 0.08845395  0.07392762],[False  True  True  True False False False False False False]
273725,-1710236438,2,0,0,1,0.254425,[ 457.32296753  382.15155029],[ 0.2352131  -0.86774516],[ 1.36657059 -1.84895742],[ 128.05549622   79.22104645],[ 120.76939392   50.17776489],[ 0.25332776  0.17514622],[ 0.12542406  0.10806768],[ 0.10084432  0.06891058],[ True  True  True False  True False False False False False]
273725,-1711274273,2,0,0,0,0.80144,[ 316.89285278  249.70451355],[-0.91644967  0.32595614],[-1.73969388  1.49106097],[ 75.70309448  98.75658417],[ 58.61869431  94.2611618 ],[ 0.21301194  0.29025519],[ 0.11757953  0.17207302],[ 0.08631398  0.08258359],[False  True False False False False False False False False]
273725,-1710192258,2,0,0,0,0.409839,[ 340.07919312  263.02749634],[-1.33981335 -1.05458438],[ 0.91409957  2.51383424],[ 100.85009766   88.69963074],[ 73.77744293  80.13493347],[ 0.29969969  0.30746752],[ 0.15733413  0.1549776 ],[ 0.09994768  0.13742989],[False  True  True False False False False False False False]
273725,-1709969424,2,0,1,1,0.815435,[ 606.00506592  328.43066406],[-0.55198258 -1.68146574],[-3.10202837 -0.08664668],[ 192.8334198    97.42010498],[ 180.14596558   87.68195343],[ 0.25244373  0.30204624],[ 0.08121865  0.22716571],[ 0.04943397  0.1343562 ],[ True  True  True False False False False False False False]
273725,-1710817852,2,0,0,0,0.0569346,[ 348.7074585   332.69558716],[ 0.75134194  2.03036499],[-1.61721778  1.35243821],[ 78.30741882  98.33415222],[ 62.50884628  84.49845123],[ 0.1526866   0.20820604],[ 0.11678142  0.12484031],[ 0.08527008  0.10885061],[False  True False False False False False False False False]
273725,-1711238419,2,0,0,0,0.625359,[ 317.77206421  294.0007019 ],[ 0.42637044 -1.84415448],[-1.73804331  1.55420816],[ 112.87863159  122.28391266],[ 107.81498718  112.16067505],[ 0.26533771  0.4369579 ],[ 0.08458163  0.13279852],[ 0.07432554  0.09458464],[False  True False  True False False False False False False]
273725,-1710009781,2,0,1,1,0.523182,[ 434.35006714  433.33856201],[ 0.73958534  0.2331893 ],[-0.77134442  2.36624742],[ 155.81573486   95.52855682],[ 148.34916687   77.27110291],[ 0.28583202  0.21003562],[ 0.09011663  0.08778504],[ 0.0739851  0.0731043],[ True  True  True False False False False False False False]
273725,-1710752626,2,0,0,0,0.28152,[ 313.78369141  265.0491333 ],[ 0.13364419 -0.65972966],[-1.79036343  1.34324968],[ 71.9535141   75.87329865],[ 67.16031647  59.27759552],[ 0.19146505  0.21795104],[ 0.06373584  0.1377998 ],[ 0.05150975  0.11012461],[False  True False False False False False False False False]
273725,-1711242332,2,0,1,1,0.796149,[ 318.25695801  304.74740601],[-1.93355262  0.59221768],[-2.08362603  1.27206135],[ 107.88772583  131.89331055],[ 100.37805176  127.00980377],[ 0.23285645  0.42491516],[ 0.08733641  0.18389633],[ 0.07944667  0.10137144],[False  True False  True False False False False False False]
273725,-1711188984,2,0,0,0,0.497134,[ 449.84609985  312.03088379],[ 1.06566596  1.90027535],[ 2.77343941 -0.24152955],[ 122.01335907  140.66271973],[ 110.30102539  129.3916626 ],[ 0.21938556  0.49915552],[ 0.12767835  0.24179718],[ 0.09106476  0.18109091],[False False False False  True False False False False False]
273725,-1710489358,2,0,0,0,0.259788,[ 419.37994385  330.32022095],[ 0.56669873 -1.80629885],[ 0.74311602 -2.35669756],[ 155.59980774   85.77109528],[ 148.00585938   68.80199432],[ 0.28482848  0.21743314],[ 0.08352652  0.16068712],[ 0.06881941  0.11523152],[False  True  True False False False False False False False]
273725,-1710763125,2,0,1,1,0.131801,[ 339.62545776  265.6237793 ],[-0.33083799 -0.16420059],[ 2.13029385 -0.97241414],[ 105.22666931   91.13487244],[ 71.49662018  64.0346756 ],[ 0.25791216  0.35585937],[ 0.177286    0.18526036],[ 0.14286692  0.15656306],[False  True False False False False False False False False]
273725,-1710161195,2,0,1,0,0.0987959,[ 371.17672729  312.9888916 ],[ 0.85271293  1.59906244],[ 1.55976188 -1.6004802 ],[ 101.02931976   81.3127594 ],[ 91.134758   59.0262146],[ 0.25866172  0.24714059],[ 0.16597719  0.1520513 ],[ 0.12779543  0.12775904],[False  True False False False False False False False False]
273725,-1710268988,2,0,0,0,0.242174,[ 848.15985107  758.60760498],[-0.20759761  0.27712947],[ 3.03431153 -0.03229621],[ 118.3140564   218.02151489],[  57.30771255  185.08656311],[ 0.12081835  0.2912432 ],[ 0.08040518  0.12488752],[ 0.06353314  0.09653949],[ True  True  True False False False False False False False]
273725,-1710715017,2,0,1,1,0.435438,[ 937.26495361  873.41741943],[ 0.0851253  -0.68917817],[ 1.82531989 -1.33083439],[ 166.64654541  154.61235046],[ 148.27212524  123.74479675],[ 0.10298659  0.1925808 ],[ 0.04799929  0.05450091],[ 0.04096321  0.04297969],[ True  True  True  True  True False False False False False]
273730,1213865036,2,0,0,0,0.482421,[ 288.76144409  286.95346069],[-0.07590526  0.73351717],[-0.82213831  2.66025329],[ 76.55419159  88.64929962],[ 67.86982727  72.41385651],[ 0.23762429  0.34469405],[ 0.09643278  0.12722652],[ 0.066963    0.11561704],[False  True False False False False False False False False]
273730,1213764152,2,0,0,1,0.403417,[ 753.82562256  568.83416748],[-1.18039894  0.9762944 ],[ 0.52252001 -2.74028492],[ 141.53887939  180.66690063],[  87.47254181  167.40734863],[ 0.19425777  0.36883906],[ 0.10367127  0.10438268],[ 0.07902574  0.08886856],[ True  True  True False False False False False False False]
273730,1213151219,2,0,0,0,0.265974,[ 400.98342896  390.95547485],[ 0.58581907  1.38171792],[ 2.6893332  -0.45270139],[ 116.82467651  118.60141754],[ 104.92761993  105.11115265],[ 0.22429946  0.27113897],[ 0.10093571  0.15239041],[ 0.08089659  0.11872378],[False  True  True False False False False False False False]
273730,1213693201,2,0,1,0,0.220227,[ 341.77105713  317.62701416],[-1.54072368  0.61854082],[ 2.11044431 -1.03824556],[  77.62055206  129.90779114],[  63.08877182  124.64854431],[ 0.20044647  0.40511146],[ 0.13025852  0.11296239],[ 0.11201844  0.10113763],[False  True False False False False False False False False]
273730,1213152568,2,0,1,0,0.236224,[ 413.70495605  357.99700928],[ 0.76946199 -2.30122423],[-0.51336271  2.44968438],[ 128.45797729  122.50942993],[ 121.14260101  116.95777893],[ 0.30420089  0.27307779],[ 0.11606376  0.14790611],[ 0.10013987  0.12557817],[False  True False False False False False False False False]
273730,1213775171,2,0,0,0,0.727868,[ 449.37252808  374.24404907],[ 2.36659265 -1.63231599],[-2.89978242 -0.65307665],[ 148.82858276  111.77532959],[ 146.60076904  106.01452637],[ 0.22347611  0.21373822],[ 0.13898996  0.14110751],[ 0.06307395  0.10780369],[ True  True  True False False False False False False False]
273730,1213395348,2,0,1,1,0.0862563,[ 614.49237061  302.36947632],[ 0.59989715 -1.99855053],[ 0.56824589 -2.18443823],[ 127.69697571   84.03111267],[ 101.69197083   53.05533218],[ 0.17929429  0.25306749],[ 0.08148847  0.19219564],[ 0.07131457  0.16211601],[ True  True  True False False False False False False False]
273730,1213497348,2,0,0,0,0.670371,[ 308.74630737  290.18740845],[ 1.00083983  0.78492206],[ 0.75417304 -2.40856957],[ 87.63451385  97.46845245],[ 81.32427216  90.86236572],[ 0.22932404  0.35361862],[ 0.1215094   0.19194007],[ 0.08769315  0.1154291 ],[False  True False False False False False False False False]
273730,1213253378,2,0,0,0,0.428638,[ 643.51068115  544.4911499 ],[ 0.17366965 -0.20710987],[ 3.03251362 -0.19676167],[ 152.91912842  171.7633667 ],[ 133.83047485  121.9980011 ],[ 0.20750558  0.23759551],[ 0.09666479  0.14686559],[ 0.06838597  0.09909095],[ True  True  True False False False False False False False]
273730,1213562304,2,0,0,0,0.342176,[ 540.72424316  485.98306274],[ 1.32006872 -1.01847994],[ 0.82465297 -2.22329021],[ 139.13026428  144.3273468 ],[ 127.95105743  112.49928284],[ 0.16400877  0.32399139],[ 0.06972995  0.15400924],[ 0.05476869  0.1289579 ],[ True  True  True False False False False False False False]
273730,1213416099,2,0,0,0,0.245582,[ 640.05633545  539.57189941],[-0.88081872 -1.4616431 ],[-3.03294468  0.05276814],[ 140.55076599  138.89790344],[ 107.07967377  126.67868042],[ 0.14732453  0.19951276],[ 0.07574053  0.08324154],[ 0.07140025  0.0654492 ],[ True  True  True  True False False False False False False]
273730,1213264817,2,0,0,0,0.247594,[ 637.24554443  621.37384033],[-0.09967025  0.0131281 ],[ 0.70258474 -2.57675266],[ 171.08259583  133.09263611],[ 157.68649292   88.65110016],[ 0.28508303  0.12880205],[ 0.06531566  0.08491499],[ 0.04973308  0.06869885],[ True False False False False False False False False False]
273730,1213547595,2,0,1,1,0.371496,[ 364.39224243  346.45559692],[ 0.93054944 -0.92163908],[ 1.21305561 -2.00197363],[ 77.81705475  65.50807953],[ 62.72169495  59.71497726],[ 0.23649985  0.151943  ],[ 0.08549371  0.08094436],[ 0.06884404  0.06094684],[False  True  True False False False False False False False]
273730,1214020852,2,0,0,0,0.35021,[ 514.71020508  431.95031738],[-0.250319    1.54890239],[ 0.35294417 -2.53742528],[ 101.08747864  138.52209473],[  87.34352875  124.2048645 ],[ 0.16009988  0.2803598 ],[ 0.0855807   0.09519298],[ 0.06500514  0.08352938],[ True False False False  True False False False False False]
273730,1213552447,2,0,0,0,0.436293,[ 348.91674805  267.67599487],[-0.14487    -1.19699144],[ 0.78029746 -2.06338   ],[ 152.38116455   81.90526581],[ 144.48326111   73.74224091],[ 0.41499662  0.21468779],[ 0.18021411  0.07438239],[ 0.1505958   0.06476711],[False  True False False False False False False False False]
273730,1213574478,2,0,0,0,0.319554,[ 349.85095215  293.99267578],[ 1.06492627 -1.51829135],[-1.85625994  1.30612409],[ 124.36029816  133.7166748 ],[ 113.95150757  121.99282837],[ 0.34832087  0.4988983 ],[ 0.10015154  0.21496667],[ 0.08572282  0.18830596],[False  True  True False  True False False False False False]
273730,1213336256,2,0,0,0,0.192608,[ 512.75915527  393.90487671],[-0.14651671  2.12912202],[-2.62031507  0.84966922],[ 229.14047241  100.10341644],[ 220.97416687   59.32247543],[ 0.49358204  0.16276105],[ 0.16657096  0.09150391],[ 0.14049511  0.07287565],[ True  True  True False False False False False False False]
273730,1213294751,2,0,0,1,0.733267,[ 352.82116699  310.63848877],[-0.35043314  0.08502755],[ 2.6971817  -0.33129612],[  87.48861694  118.37719727],[  79.42871094  114.28103638],[ 0.15859973  0.31414568],[ 0.06769826  0.15334663],[ 0.0561104   0.08591051],[False  True  True False False False False False False False]
273730,1213858543,2,0,1,1,0.378604,[ 370.61102295  280.63845825],[-2.32046366  0.09659719],[ 1.08014381 -2.15554976],[ 129.58804321   78.07389069],[ 119.74327087   73.25286865],[ 0.37144035  0.21980259],[ 0.11349225  0.13933656],[ 0.0928648   0.08819015],[False  True False False False False False False False False]
273730,1213356703,2,0,0,0,0.199249,[ 542.70275879  393.84396362],[-0.69142467 -0.5447098 ],[-3.03766727  0.22791329],[ 223.9810791    85.98092651],[ 212.56767273   55.48910141],[ 0.4751696   0.18581147],[ 0.13794084  0.11213546],[ 0.10753652  0.09281751],[ True  True  True False False False False False False False]
273730,1213233048,2,0,0,0,0.085742,[ 342.42706299  286.55847168],[-0.88306272 -0.3625412 ],[-2.18464231  1.00763321],[ 97.47789764  73.19935608],[ 90.72174072  64.91790771],[ 0.20034593  0.21226785],[ 0.11974715  0.13232186],[ 0.10392433  0.09923186],[False  True False False False False False False False False]
273730,1213150717,2,0,0,0,0.0729479,[ 331.41146851  298.42196655],[ 0.46673998  0.85295027],[ 0.16597006 -2.67728734],[ 68.1100235   76.61420441],[ 64.63540649  65.00015259],[ 0.14149235  0.15975191],[ 0.07932547  0.0893466 ],[ 0.06820997  0.07985718],[False  True  True False False False False False False False]
