runNo,evtNo,nJets,nLeptons,nBJets,category,mva,jetPt,jetEta,jetPhi,jetMass,jetMassSoftDrop,jetTau1,jetTau2,jetTau3,triggerBit
273158,228810226,2,0,0,0,0.189198,[ 541.77087402  464.63562012],[-1.27204072 -1.12141407],[ 0.85293347 -2.31530166],[  90.10404968  169.53872681],[  55.78746414  157.27244568],[ 0.10322858  0.32209143],[ 0.07227356  0.10500722],[ 0.06205374  0.08902366],[ True  True  True False False False False False False False]
273158,229307679,2,0,2,1,0.521495,[ 517.32470703  496.56582642],[-0.2537986  -0.87236762],[-0.57428694  2.58487558],[ 118.85973358  111.77454376],[ 78.54223633  88.19883728],[ 0.21970239  0.20030583],[ 0.1079993   0.08130891],[ 0.08149232  0.05912198],[ True  True  True False False False False False False False]
273158,228310605,2,0,1,1,0.156925,[ 349.65866089  332.52963257],[ 1.73221755  1.67374265],[-2.57324243  0.54033947],[ 96.30269623  79.04605865],[ 81.97145081  52.33564377],[ 0.2550838   0.20548898],[ 0.09713145  0.14003983],[ 0.08022925  0.1168929 ],[False  True  True False False False False False False False]
273158,229301195,2,0,0,0,0.672768,[ 594.96844482  274.63192749],[ 0.89914244  0.98478043],[-1.6542356   0.99271303],[ 154.22750854   79.55821228],[ 145.40226746   70.22924042],[ 0.1574429   0.25757334],[ 0.04478972  0.17003486],[ 0.04123738  0.09245322],[ True  True  True False False False False False False False]
273158,228701365,2,0,0,0,0.11214,[ 459.79718018  370.2250061 ],[ 1.69145811  1.48902428],[-1.60586107  0.7266683 ],[ 100.54259491  107.99253845],[ 59.64906693  68.79566956],[ 0.17243049  0.29329273],[ 0.09581608  0.17479421],[ 0.08641738  0.14332913],[False  True  True False False False False False False False]
273158,229562425,2,0,0,0,0.327397,[ 418.18011475  407.24301147],[-0.8856101  -0.76110399],[-2.97472119  0.16923501],[  94.61626434  132.49255371],[  53.40032578  125.96417999],[ 0.17371802  0.25080442],[ 0.13070072  0.06333436],[ 0.10608204  0.05201319],[False  True  True False False False False False False False]
273158,229420670,2,0,0,0,0.34888,[ 337.54776001  252.777771  ],[ 1.44270504  1.70533299],[-0.10554208  3.0113852 ],[ 89.36009216  89.07704163],[ 50.95259476  84.08950806],[ 0.25636369  0.37495911],[ 0.13585632  0.11092424],[ 0.11819953  0.09341337],[False  True False False False False False False False False]
273158,228156683,2,0,1,0,0.532585,[ 388.60620117  372.8447876 ],[-2.25625944 -2.10881782],[ 2.73240876 -0.26119241],[ 157.79525757  179.11929321],[ 145.50415039  173.04322815],[ 0.41183957  0.53561926],[ 0.22820623  0.21120203],[ 0.17020267  0.14281188],[False  True  True False False False False False False False]
273158,229106753,2,0,0,0,0.221941,[ 328.60049438  268.02038574],[ 1.55086815  1.25382805],[-2.43566132  0.60513854],[ 101.66433716   90.86540222],[ 88.30789948  84.23561096],[ 0.23461618  0.25065252],[ 0.12069005  0.13074836],[ 0.08863077  0.11349384],[False  True False False False False False False False False]
273158,228482937,2,0,1,0,0.191857,[ 400.2512207   378.13848877],[-1.59076071 -1.56247497],[ 2.79515934 -0.35677946],[ 128.16520691  104.57188416],[ 122.23974609   85.18279266],[ 0.25174916  0.19033328],[ 0.08461404  0.12724456],[ 0.07136695  0.10389509],[False  True  True False False False False False False False]
273158,228284986,2,0,1,1,0.442414,[ 347.0050354   328.51727295],[ 0.62286526 -1.63385534],[-2.3154242   0.73161817],[ 128.40274048  130.9176178 ],[ 128.13909912  127.41190338],[ 0.31970683  0.30961522],[ 0.18584557  0.1152514 ],[ 0.12184238  0.10876115],[False  True  True False False False False False False False]
273158,229138667,2,0,0,0,0.74872,[ 1048.86181641   615.31646729],[ 0.17538115  0.9904111 ],[-1.74936843  1.44236374],[ 176.98049927  154.08992004],[ 153.73745728  133.18505859],[ 0.17849778  0.28211048],[ 0.116515    0.08785035],[ 0.06086653  0.065866  ],[ True False False False False False False False False False]
273158,228751189,2,0,0,1,0.544122,[ 464.01971436  440.16680908],[ 0.98175395 -1.33468938],[-0.52582282  2.52114415],[ 118.438591    187.71308899],[  91.29194641  174.39585876],[ 0.27584773  0.40782717],[ 0.09604036  0.2851724 ],[ 0.08096966  0.19986938],[False  True  True False False False False False False False]
273158,229051105,2,0,1,1,0.561473,[ 362.6847229   354.80499268],[-2.01634622  0.72060287],[ 2.70377135 -0.25645471],[ 123.6254425   174.17944336],[ 112.55033875  167.85993958],[ 0.28144914  0.55813342],[ 0.15554777  0.22426781],[ 0.10718834  0.14907883],[False  True False False False False False False False False]
273158,229665920,2,0,1,0,0.485968,[ 762.2399292   354.62063599],[ 0.70763618 -0.1929134 ],[ 0.23104145 -2.41706347],[ 145.11593628  157.78530884],[ 108.56744385  156.05549622],[ 0.18866563  0.46523494],[ 0.09346928  0.21720567],[ 0.07642303  0.15856747],[ True False False  True False False False False False False]
273158,229672850,2,0,0,0,0.449513,[ 364.0116272   264.75613403],[ 0.47804427  2.15338373],[-1.5971334   1.17518425],[ 94.77638245  79.19985199],[ 87.6169281   70.12866211],[ 0.219391    0.29557529],[ 0.11476993  0.09472656],[ 0.08693931  0.07992233],[False  True  True False False False False False False False]
273158,229131310,2,0,1,1,0.64894,[ 443.94891357  379.79071045],[-1.20658672  0.78129786],[-1.56494808  1.72715795],[ 112.47963715  177.03720093],[  99.71714783  172.17878723],[ 0.21112473  0.49171025],[ 0.09228784  0.29432702],[ 0.08096433  0.19562453],[False  True  True False False False False False False False]
273158,228765482,2,0,0,0,0.192223,[ 457.88693237  225.03840637],[-1.58122694  1.66883802],[-2.94946289  0.65796721],[ 136.7118988    57.92914963],[ 130.25166321   51.68844986],[ 0.25339973  0.21613823],[ 0.13276266  0.12728247],[ 0.09598125  0.10832544],[ True False False False False False False False False False]
273158,229200102,3,0,0,1,0.145016,[ 656.12805176  356.35482788  329.41378784],[-1.48285222  1.06528187 -0.01331934],[ 0.45833591  3.01623535 -2.63311195],[ 137.97546387  109.92318726   88.7562027 ],[ 93.17774963  93.98612213  83.1974411 ],[ 0.196839    0.33286032  0.21191636],[ 0.1381215   0.16432138  0.14577124],[ 0.10272823  0.13830979  0.11424215],[ True  True  True False False False False False False False]
273158,228645275,2,0,1,1,0.254802,[ 363.99142456  291.98184204],[-0.42861068 -1.40761781],[-0.11290768  2.9873817 ],[ 128.16447449   95.71421814],[ 119.08830261   88.34745026],[ 0.3226169   0.34463894],[ 0.21421351  0.15724942],[ 0.16059721  0.13563183],[False  True  True False  True False False False False False]
273158,228713435,2,0,0,0,0.355462,[ 400.31756592  397.84274292],[-1.35487592 -1.89056802],[ 1.09123719 -1.90729475],[ 102.24754333  131.63804626],[  85.40052032  117.4386673 ],[ 0.20216824  0.32747373],[ 0.12560984  0.10780399],[ 0.09736601  0.08562601],[False  True  True False False False False False False False]
273158,229050723,2,0,0,0,0.517733,[ 410.78363037  388.42190552],[ 0.24627306 -0.79915041],[-0.23071018  2.80173683],[ 160.11253357  156.83508301],[ 154.9879303   145.69812012],[ 0.34112656  0.37823293],[ 0.11781722  0.12658557],[ 0.09442062  0.10747924],[False  True  True False False False False False False False]
273158,228206283,2,0,0,0,0.490434,[ 344.83282471  340.27160645],[ 1.71167517  1.44912493],[ 0.7306397  -2.31966209],[ 95.824646    98.58802795],[ 70.11760712  81.75018311],[ 0.26029322  0.3135806 ],[ 0.19367543  0.14068092],[ 0.10204798  0.11642732],[False False False False  True False False False False False]
273158,228927759,2,0,1,0,0.0687684,[ 343.37658691  293.18582153],[-0.54471028 -2.05329418],[ 2.45618248 -0.54885149],[ 80.93643951  87.0844574 ],[ 53.07583618  66.56725311],[ 0.20201556  0.21552928],[ 0.16794245  0.12305561],[ 0.11700105  0.10530353],[False  True  True False False False False False False False]
273158,229293771,2,0,0,0,0.351404,[ 347.43496704  251.39550781],[-0.35888654 -1.36310673],[ 2.49718785 -0.58756232],[ 129.80056763   80.20197296],[ 124.5627594    58.06583786],[ 0.33083636  0.33543244],[ 0.11793915  0.15465392],[ 0.09673081  0.13387124],[False  True False False False False False False False False]
273158,228377736,2,0,0,0,0.194244,[ 273.07791138  257.48434448],[ 0.73408556 -0.92362553],[ 2.34661531  2.62476707],[ 100.87207794   67.67642212],[ 100.70477295   54.990345  ],[ 0.41523087  0.17381333],[ 0.16350448  0.10766182],[ 0.12473117  0.10013985],[ True  True  True False False False False False False False]
273158,229135234,2,0,0,0,0.662787,[ 464.11401367  454.93344116],[ 1.73030984  2.21218705],[-2.50976706  0.05107623],[ 157.26054382  138.77268982],[ 148.92927551  135.47874451],[ 0.35925013  0.22038972],[ 0.1579494   0.08710616],[ 0.1281238   0.04640929],[ True  True  True False False False False False False False]
273158,228917753,2,0,0,0,0.229279,[ 423.80969238  286.47439575],[-0.51635712  2.03266597],[-0.02541093  3.09669399],[ 140.15995789  101.46652985],[ 132.52436829   83.45724487],[ 0.30928621  0.34953213],[ 0.17529248  0.24130458],[ 0.14048643  0.18386017],[False  True  True False False False False False False False]
273158,229120424,2,0,0,0,0.514316,[ 291.70504761  289.41162109],[-1.6135993   0.58971524],[-0.41419223  2.85281253],[  83.73706055  110.43599701],[  79.97618866  110.04598999],[ 0.27704662  0.38229433],[ 0.13769548  0.18242367],[ 0.11594842  0.11828319],[False  True False False False False False False False False]
273158,229650579,2,0,0,0,0.0726517,[ 444.0723877   407.29077148],[ 1.40701175  0.3894566 ],[ 0.93105167 -2.20650721],[ 100.83906555  107.15856934],[ 60.29534531  65.99451447],[ 0.20958145  0.19487266],[ 0.10030404  0.14082123],[ 0.08810807  0.10743876],[False  True  True False  True False False False False False]
273158,229324327,2,0,0,0,0.214636,[ 383.84365845  272.43002319],[-0.58287585  0.0851876 ],[ 2.76308346 -0.1938801 ],[ 86.6780014   81.44519806],[ 65.26733398  70.24436951],[ 0.22343785  0.25574633],[ 0.07255518  0.17013854],[ 0.06531887  0.13799316],[False  True  True  True False False False False False False]
273158,228158741,2,0,0,0,0.754833,[ 281.49539185  263.49035645],[-0.40235442  1.61248517],[ 2.21944213 -0.78370064],[ 73.57962799  99.29286194],[ 50.71059799  92.63001251],[ 0.22271754  0.41166919],[ 0.14806277  0.17577751],[ 0.12846154  0.08977053],[False  True False False False False False False False False]
273158,228679170,2,0,0,0,0.619902,[ 483.87918091  467.94168091],[-0.68479759 -0.53187788],[-2.58042121  0.64492017],[ 153.3278656   123.49080658],[ 142.78715515  117.18408203],[ 0.30160627  0.20389758],[ 0.09623138  0.09940174],[ 0.06993437  0.06874929],[ True  True  True False False False False False False False]
273158,229092701,2,0,0,0,0.171574,[ 343.34979248  318.56478882],[-0.22324316  0.8922233 ],[ 1.02292693 -1.85329652],[ 144.31307983   90.74213409],[ 146.10095215   82.98469543],[ 0.44624045  0.23853524],[ 0.16457544  0.12919705],[ 0.14617276  0.11644585],[False  True False False False False False False False False]
273158,229328047,2,0,0,0,0.0945513,[ 661.22894287  481.56768799],[ 1.18556869 -0.75821167],[-1.29972923  2.33581042],[ 135.11860657  110.7833252 ],[ 119.08639526  100.01026917],[ 0.11240181  0.15364006],[ 0.06209147  0.09660438],[ 0.04814536  0.07819089],[ True  True  True False  True False False False False False]
273158,229028403,2,0,0,0,0.855052,[ 492.71954346  443.8973999 ],[ 2.26378107  1.19758308],[-0.08309283 -2.93944812],[ 132.27528381  152.57801819],[ 116.07593536  139.01861572],[ 0.18554851  0.24619798],[ 0.1016598   0.12254351],[ 0.0848796   0.04900924],[ True  True  True False False False False False False False]
273158,229608829,2,0,0,1,0.341938,[ 395.26266479  374.19439697],[ 0.97887099  2.36320925],[-1.00237894  2.24330854],[ 106.34303284  131.03509521],[  89.45149231  129.05110168],[ 0.22076878  0.30128777],[ 0.09424669  0.13787891],[ 0.07661858  0.11488334],[False  True  True False False False False False False False]
273158,230985984,2,0,0,0,0.28159,[ 415.66470337  209.15841675],[ 1.34475291 -2.3475945 ],[ 2.38902235 -0.03149446],[ 105.27674103   78.38272095],[ 72.13114929  69.44042206],[ 0.24369255  0.39105254],[ 0.13559292  0.2122796 ],[ 0.12674536  0.15256768],[False  True  True False False False False False False False]
273158,230434424,2,0,0,0,0.420721,[ 443.19317627  426.61230469],[-1.05622315 -1.07274544],[ 2.2100091  -0.88389468],[ 128.05751038  160.82258606],[ 107.95510101  146.24794006],[ 0.30611762  0.32518771],[ 0.1055485   0.14986521],[ 0.0931992   0.11699875],[False  True  True False False False False False False False]
273158,230078622,2,0,1,0,0.247371,[ 323.40136719  319.67575073],[ 1.07459939  0.6767357 ],[-0.66773319  2.42370248],[  95.14485168  123.8240509 ],[  77.73599243  115.83798218],[ 0.24494615  0.41985565],[ 0.18782541  0.20675065],[ 0.14987738  0.15763851],[False  True False  True False False False False False False]
273158,231051482,2,0,1,1,0.307928,[ 352.69384766  341.16931152],[-1.04983604 -2.14695764],[-2.47127247  0.70616698],[ 102.13299561  125.54296875],[  77.55961609  111.23420715],[ 0.26369134  0.37897924],[ 0.16709881  0.26242128],[ 0.12181392  0.1975657 ],[False  True  True False False False False False False False]
273158,230672348,2,0,0,0,0.305169,[ 396.76843262  390.58102417],[ 1.86803126 -0.71994627],[ 0.45833337 -2.71282578],[  98.90103912  140.34518433],[  81.016922    132.73796082],[ 0.17638727  0.39719531],[ 0.11713341  0.13525864],[ 0.09536287  0.1046076 ],[False  True  True False False False False False False False]
273158,230630027,2,0,0,0,0.433984,[ 318.9432373   229.52207947],[-0.74504769 -1.86615765],[-1.44195247 -0.49596387],[ 80.43991852  89.82155609],[ 58.58194733  71.31481171],[ 0.27021083  0.41168624],[ 0.1030207   0.27807245],[ 0.09425072  0.19767508],[False  True  True False False False False False False False]
273158,229934846,2,0,0,0,0.114804,[ 309.51525879  220.67977905],[-0.60321403  1.29011595],[ 2.21240258 -1.79703724],[ 102.49488068   61.58415222],[ 100.15884399   58.27166748],[ 0.27624103  0.22037917],[ 0.15032499  0.1896736 ],[ 0.11413553  0.13064253],[False  True False False False False False False False False]
273158,230359144,2,0,0,0,0.0493729,[ 401.65286255  299.40835571],[-0.80953646  0.07459197],[ 0.09234381 -2.65738773],[ 101.75139618   67.139534  ],[ 51.36824036  56.66278839],[ 0.23317626  0.14198688],[ 0.13011572  0.09187516],[ 0.11626152  0.07488251],[False  True  True False False False False False False False]
273158,230585949,2,0,0,0,0.367807,[ 325.70874023  314.99575806],[-2.25812697  1.60074496],[ 1.59708416 -1.53336883],[ 110.94247437  120.07925415],[ 104.02592468  111.64668274],[ 0.30888417  0.39428884],[ 0.14147912  0.18706132],[ 0.11464328  0.14635937],[False  True False False False False False False False False]
273158,231191384,2,0,0,0,0.2376,[ 447.02062988  354.52584839],[ 0.581402   -0.76294374],[ 1.80032051 -1.50315452],[ 86.52916718  85.89881134],[ 70.80429077  79.95437622],[ 0.12618509  0.14909749],[ 0.06455711  0.07033806],[ 0.04800202  0.05909235],[ True False False False False False False False False False]
273158,230771504,2,0,1,1,0.30746,[ 336.61306763  298.36706543],[ 0.25607103 -0.26727146],[ 0.19792695 -2.69171786],[ 128.47396851   75.88064575],[ 125.46686554   53.08263016],[ 0.35691956  0.19918042],[ 0.16782402  0.10601757],[ 0.1279003   0.08766658],[False  True  True False False False False False False False]
273158,230026756,2,0,0,0,0.0864994,[ 350.92269897  279.15591431],[ 1.28368819  0.87946999],[-2.85227871  0.25921756],[ 81.84255219  85.03184509],[ 69.5960083   81.23400879],[ 0.19257692  0.23023522],[ 0.10344627  0.14141186],[ 0.09416176  0.11427566],[False  True  True False False False False False False False]
273158,230490257,2,0,1,1,0.426801,[ 397.90734863  272.95480347],[-0.90003932  1.01317883],[ 1.83253014 -1.65755272],[ 81.77896881  97.27037811],[ 60.31811142  87.9863739 ],[ 0.2084823   0.36840773],[ 0.05999374  0.17723456],[ 0.05676764  0.14687482],[False  True  True False False False False False False False]
273158,230961101,2,0,0,0,0.0943704,[ 316.31307983  256.21847534],[-1.75322473  0.62957245],[-2.17863059  1.06749451],[ 95.19384003  56.04785538],[ 81.14021301  51.0826149 ],[ 0.26946867  0.15340999],[ 0.15644822  0.10828615],[ 0.11924365  0.09007003],[False  True False False False False False False False False]
273158,230369639,2,0,0,0,0.489933,[ 534.14630127  509.21459961],[ 0.39664614 -1.60447907],[-2.58352828  0.50070786],[ 114.98841858  182.88468933],[ 100.14916992  175.21473694],[ 0.15271406  0.33969086],[ 0.06222255  0.22523898],[ 0.0542147  0.1456764],[ True  True  True False False False False False False False]
273158,230401319,2,0,0,0,0.147647,[ 364.52355957  284.57546997],[-1.07616091 -2.12497997],[  3.11496758e+00  -1.20511011e-03],[ 115.70004272   93.53932953],[ 91.6027832   88.45607758],[ 0.32803291  0.23128347],[ 0.18658818  0.14894411],[ 0.15091033  0.12259148],[False  True False False False False False False False False]
273158,230102679,2,0,1,1,0.068255,[ 386.70181274  347.98287964],[ 0.1820906   0.62596804],[-2.43985653  0.72139716],[ 102.86473846   89.41188812],[ 81.2460022   56.06251907],[ 0.25690028  0.17169583],[ 0.14034918  0.14913093],[ 0.1068393   0.10631306],[False  True  True False False False False False False False]
273158,230318871,2,0,0,0,0.642039,[ 396.48742676  346.65316772],[-0.73199916  1.20661008],[-1.08707345  1.91745126],[ 160.39723206  104.34260559],[ 155.17205811   81.09490967],[ 0.39316291  0.32093361],[ 0.18854347  0.16982248],[ 0.11423585  0.13168429],[False  True  True False  True False False False False False]
273158,230088056,2,0,0,1,0.471801,[ 731.32501221  585.7387085 ],[ 0.33281717  0.12145304],[ 1.28316283 -1.96315825],[ 226.32667542  199.74143982],[ 217.32321167  193.57919312],[ 0.21600263  0.28809193],[ 0.09186345  0.1361022 ],[ 0.07439242  0.09831601],[ True  True  True False False False False False False False]
273158,231206542,2,0,1,0,0.511578,[ 481.38549805  339.23120117],[ 0.86444461 -1.34774959],[-2.72190738  0.31661066],[ 133.59555054  126.49891663],[ 124.49550629  118.92933655],[ 0.18696246  0.33867961],[ 0.08080458  0.24026623],[ 0.06994345  0.14090192],[ True  True  True False False False False False False False]
273158,231128546,2,0,0,0,0.241193,[ 352.20404053  334.30007935],[ 1.46464336 -1.71283555],[-2.95276594 -0.98951203],[  98.00569916  113.59903717],[  89.46337128  105.98222351],[ 0.24630208  0.25033283],[ 0.16606475  0.11047951],[ 0.11186935  0.09710845],[False  True  True  True  True False False False False False]
273158,230810351,2,0,0,0,0.60513,[ 428.98394775  354.23059082],[-2.09168959 -0.90979242],[-2.02554727  1.08431113],[ 150.72799683  163.9944458 ],[ 143.54444885  155.75698853],[ 0.37120518  0.48443481],[ 0.10366235  0.21225443],[ 0.07899106  0.15243602],[False  True  True False False False False False False False]
273158,230459107,2,0,0,0,0.150567,[ 355.00152588  335.27908325],[-0.31556806  0.18260153],[-1.00330532  2.03074408],[  89.43824768  115.83807373],[ 83.30587769  98.13407898],[ 0.22895809  0.28803372],[ 0.12236617  0.16179332],[ 0.09501703  0.14093867],[False False False  True False False False False False False]
273158,230664607,2,0,1,1,0.0773904,[ 538.14111328  512.50506592],[ 0.04963631  1.28199184],[-1.58252561  1.81322992],[ 101.05793762  122.39468384],[ 84.36950684  55.69938278],[ 0.12230244  0.18247952],[ 0.05254954  0.14013182],[ 0.04255449  0.12036254],[ True  True  True False False False False False False False]
273158,230218847,2,0,0,0,0.253115,[ 351.35687256  287.61184692],[ 1.22282767  0.79576707],[ 1.35489976 -1.84090877],[ 120.03939056   77.23363495],[ 109.74593353   50.13533783],[ 0.28456408  0.2498491 ],[ 0.10833383  0.13136666],[ 0.09157922  0.11452828],[False  True False False False False False False False False]
273158,230817099,2,0,0,0,0.0962623,[ 897.90576172  777.02233887],[-1.00004709  1.51335144],[-2.31912756  0.55316252],[ 120.67638397  152.26196289],[  60.90694046  100.53759766],[ 0.08248     0.18347785],[ 0.05915977  0.08910052],[ 0.04986682  0.07203603],[ True  True  True False False False False False False False]
273158,230793531,2,0,0,0,0.613137,[ 475.2543335   440.86468506],[-0.57419795 -2.10253382],[ 1.68159401 -1.36347914],[  93.32776642  154.56289673],[  66.35861969  147.29217529],[ 0.17054927  0.40571722],[ 0.11985757  0.08414227],[ 0.09076376  0.04506617],[ True  True  True False False False False False False False]
273158,230777735,2,0,1,2,0.523542,[ 368.56124878  323.67041016],[-1.33677208 -0.70090276],[-2.40429974  0.5577637 ],[ 104.18251038  127.67588043],[  85.50645447  114.99985504],[ 0.25908172  0.40761265],[ 0.16058369  0.14440422],[ 0.11059909  0.10292281],[False  True  True False False False False False False False]
273158,230330641,2,0,0,0,0.0557086,[ 403.92474365  389.52172852],[-0.61356676 -2.27428293],[-1.23072278  1.83701468],[ 119.66864777  105.47212982],[ 113.60025024   84.37533569],[ 0.22336335  0.20960973],[ 0.14883533  0.12656336],[ 0.12104713  0.11388338],[False  True  True False False False False False False False]
273158,230652078,2,0,0,0,0.245073,[ 329.72879028  254.21865845],[-0.19298479  0.94756275],[-0.95729053  1.98842359],[ 141.37124634   83.13260651],[ 129.3298645   75.3296051],[ 0.44137239  0.27940756],[ 0.22472584  0.17873009],[ 0.18764876  0.15308498],[False  True False False False False False False False False]
273158,230399560,2,0,1,1,0.0926155,[ 531.06005859  496.99050903],[ 0.26741093 -0.79635453],[-0.70978272  2.43387508],[ 103.72444916   98.15570068],[ 79.9753952   71.80994415],[ 0.13104446  0.1164524 ],[ 0.0606847   0.06475673],[ 0.05007084  0.06073667],[ True  True  True False False False False False False False]
273158,229984523,2,0,0,0,0.461909,[ 406.7204895   297.54083252],[ 0.51201141 -0.67408323],[-1.66578662  1.76931834],[ 104.60442352  119.36106873],[  81.3264389   111.36946869],[ 0.22742097  0.40877748],[ 0.07112246  0.19272545],[ 0.06052857  0.15977354],[False  True  True False False False False False False False]
273158,231092543,2,0,0,1,0.141769,[ 599.14501953  526.69281006],[ 0.77584451 -1.13387299],[ 2.03766942 -1.14607179],[ 215.03352356  111.51741791],[ 204.71080017   81.07253265],[ 0.27866781  0.13025539],[ 0.13918059  0.08295191],[ 0.10931696  0.06822497],[ True  True  True False False False False False False False]
273158,230013897,2,0,0,0,0.100649,[ 334.05401611  317.45489502],[-0.84951037 -1.54212141],[ 1.62612152 -1.40002871],[ 81.06577301  76.39913177],[ 57.27403259  60.87107468],[ 0.22329177  0.19779214],[ 0.16888328  0.0993594 ],[ 0.12607488  0.08630067],[False  True False False False False False False False False]
273158,230785832,2,0,0,1,0.401849,[ 694.53271484  449.07052612],[-0.36992645 -0.75783694],[-1.17219651  1.62103462],[ 178.56185913  129.36706543],[ 160.62898254  106.17494965],[ 0.18877929  0.29691845],[ 0.05199734  0.13302919],[ 0.04927639  0.11912008],[ True  True  True False False False False False False False]
273158,230627691,2,0,0,1,0.642635,[ 421.86029053  389.76165771],[ 0.85125279 -0.67909408],[ 0.72316307 -2.4475584 ],[ 123.63201141  107.27929688],[ 78.33039856  92.48758698],[ 0.30622962  0.25496972],[ 0.16947499  0.14860377],[ 0.1017628   0.10232265],[False  True  True False False False False False False False]
273158,231002155,2,0,0,0,0.128004,[ 379.50094604  340.52386475],[-0.17070223 -0.13862546],[-2.270401    0.76152861],[  96.86133575  106.24868011],[ 68.14585114  98.04747772],[ 0.1767928   0.28399011],[ 0.12120556  0.1801243 ],[ 0.10525428  0.1274066 ],[False False False  True  True False False False False False]
273158,229780396,2,0,1,1,0.217728,[ 521.91229248  520.64819336],[ 0.20159899  0.97896844],[ 1.38200974 -1.79121816],[ 154.9876709   131.87767029],[ 115.51287842  111.10733795],[ 0.24850994  0.17573598],[ 0.18987603  0.09634867],[ 0.11198207  0.0866975 ],[ True  True  True False False False False False False False]
273158,230367231,2,0,0,0,0.0935543,[ 331.59356689  316.91702271],[ 0.97635102  0.11280751],[ 0.77364659 -2.26527691],[ 77.6636734   71.86579132],[ 54.51344299  56.07236862],[ 0.15056962  0.225217  ],[ 0.10701993  0.13410403],[ 0.08607616  0.10214598],[False  True  True False False False False False False False]
273158,1708032997,2,0,0,0,0.236451,[ 460.33450317  416.21057129],[-0.74664086 -0.47306314],[-2.27516699  0.99082845],[ 106.09272766  163.81936646],[  50.15605545  157.47558594],[ 0.21501099  0.31604084],[ 0.13123155  0.13444994],[ 0.10501465  0.10798187],[False  True  True False False False False False False False]
273158,1707964380,2,0,0,0,0.280473,[ 812.70196533  731.86047363],[ 0.75151855  1.70603693],[ 0.10200785  3.04745078],[  91.16877747  161.58753967],[  55.98239899  133.25848389],[ 0.06928483  0.13654567],[ 0.0438325   0.04455999],[ 0.03145305  0.03590357],[ True  True  True False False False False False False False]
273158,1707809184,2,0,0,1,0.41701,[ 396.52554321  357.43582153],[ 1.42152166 -0.70175773],[-2.73840594  0.30182618],[ 109.77235413  126.73252106],[ 100.62226105  120.61236572],[ 0.20753665  0.33488977],[ 0.13131683  0.13947515],[ 0.10957293  0.09233666],[False  True  True False False False False False False False]
273158,1708809747,2,0,0,0,0.257771,[ 322.49160767  272.27429199],[-1.15088761 -1.89681149],[ 1.31972992 -2.12228847],[  77.96901703  102.08500671],[ 65.79392242  76.98948669],[ 0.17123282  0.34839126],[ 0.07726984  0.19208936],[ 0.06566498  0.16005257],[False  True  True False  True False False False False False]
273158,1708458994,2,0,0,1,0.730885,[ 642.67730713  360.20013428],[-0.02795215 -1.68342531],[-2.53112698  0.56693447],[ 150.62545776  123.23471069],[ 128.93035889  115.40228271],[ 0.22613239  0.36483186],[ 0.05712315  0.14848229],[ 0.03580313  0.118013  ],[ True False False  True False False False False False False]
273158,1708003714,2,0,0,0,0.344994,[ 460.96255493  397.01876831],[ 0.56228429 -1.7005589 ],[ 2.05363226 -1.23071873],[  84.30896759  104.61714935],[ 51.34043503  92.42179108],[ 0.12249373  0.23887058],[ 0.07204039  0.05755877],[ 0.05866849  0.05374655],[ True  True  True False False False False False False False]
273158,1708062727,2,0,0,0,0.235989,[ 303.14950562  252.92370605],[ 0.51967275  0.14846118],[ 0.78989911 -2.32027912],[ 73.52342987  81.28635406],[ 66.35669708  57.87201691],[ 0.16566052  0.29938671],[ 0.0814268   0.16144994],[ 0.07626209  0.12025126],[False  True False  True False False False False False False]
273158,1708338536,2,0,0,0,0.394439,[ 340.2651062   336.29852295],[ 0.68003482  1.35563755],[-2.78380513  0.31275633],[ 148.58770752  131.76330566],[ 146.28988647  124.80854797],[ 0.38298684  0.3558161 ],[ 0.1419827   0.16077091],[ 0.12460835  0.11968432],[False  True  True  True  True False False False False False]
273158,1708462428,2,0,0,0,0.464856,[ 372.11831665  365.20123291],[-1.72519171 -1.56526864],[ 1.21799505 -1.94392812],[ 106.45241547   96.96326447],[ 93.35652161  71.63093567],[ 0.21985902  0.17372458],[ 0.1088476   0.08520967],[ 0.09192576  0.04775795],[False  True  True False False False False False False False]
273158,1708224153,3,0,0,0,0.342924,[ 332.78408813  327.72128296  203.09007263],[ 0.7392962   1.37797844  0.27108529],[-1.709409   -0.56595719  1.42060769],[  98.01042938  121.09842682   59.11979675],[  75.89093018  104.91982269   52.50649261],[ 0.27384758  0.40351844  0.19835126],[ 0.17167278  0.18270028  0.15578358],[ 0.15437306  0.12287159  0.13068169],[False  True  True False False False False False False False]
273158,1707940993,2,0,0,0,0.216501,[ 378.29052734  295.84857178],[-0.38899267 -0.22533433],[-0.53518748  2.51027226],[  86.69668579  105.93388367],[  68.40359497  104.09866333],[ 0.19305634  0.31453997],[ 0.12382494  0.12053746],[ 0.10580423  0.0987612 ],[False  True  True False False False False False False False]
273158,1708191875,2,0,1,1,0.272362,[ 387.86929321  307.4342041 ],[ 1.59442019 -0.84724063],[-2.82014775  0.11015288],[ 158.9019928   83.5114975],[ 150.38664246   67.4367218 ],[ 0.35479066  0.22214688],[ 0.11180187  0.12489038],[ 0.09293456  0.10470929],[False  True  True False False False False False False False]
